fdc_id,name,food_category_id,allergens,diets,min_age_months,max_age_months
169973,"Brussels sprouts, frozen, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169974,"Burdock root, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169975,"Cabbage, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169976,"Cabbage, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169977,"Cabbage, red, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169978,"Cabbage, red, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169979,"Cabbage, chinese (pe-tsai), raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169980,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169981,"Cardoon, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169982,"Cardoon, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169983,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169984,"Carrots, frozen, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169985,"Cassava, raw",11,,"Vegan,Vegetarian",24,
169986,"Cauliflower, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169987,"Celeriac, cooked, boiled, drained, without salt",11,Celery,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169988,"Celery, raw",11,Celery,"Vegan,Vegetarian,Vitamin-Rich",24,
169989,"Celery, cooked, boiled, drained, without salt",11,Celery,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169990,"Celtuce, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169991,"Chard, swiss, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169992,"Chicory greens, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169993,"Chicory roots, raw",11,,"Vegan,Vegetarian",24,
169994,"Chives, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169995,"Chrysanthemum, garland, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169996,"Collards, frozen, chopped, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
169997,"Coriander (cilantro) leaves, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
169998,"Corn, sweet, yellow, raw",11,,"Vegan,Vegetarian",24,
169999,"Corn, sweet, yellow, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian",24,
170000,"Onions, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170001,"Onions, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170002,"Onions, dehydrated flakes",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170003,"Onions, canned, solids and liquids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170004,"Onions, yellow, sauteed",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170005,"Onions, spring or scallions (includes tops and bulb), raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170006,"Onions, young green, tops only",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170007,"Onions, welsh, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170008,"Onions, sweet, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170009,"Parsnips, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170010,"Peas, edible-podded, raw",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170011,"Peas, edible-podded, boiled, drained, without salt",11,,"High-Protein,Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170012,"Peas, edible-podded, frozen, unprepared",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170013,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170014,"Peas, green, canned, seasoned, solids and liquids",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170015,"Peas, green, canned, drained solids, rinsed in tap water",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170016,"Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170017,"Peas, green, frozen, cooked, boiled, drained, without salt",11,,"High-Protein,Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170018,"Peas and carrots, frozen, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170019,"Peas and onions, canned, solids and liquids",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170020,"Peas and onions, frozen, unprepared",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170021,"Peas and onions, frozen, cooked, boiled, drained, without salt",11,,"High-Protein,Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170022,"Peppers, sweet, green, frozen, chopped, unprepared",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170023,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170024,"Peppers, sweet, green, sauteed",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170025,"Pigeonpeas, immature seeds, raw",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170026,"Potatoes, flesh and skin, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170027,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170028,"Potatoes, white, flesh and skin, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170029,"Potatoes, red, flesh and skin, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170030,"Potatoes, Russet, flesh and skin, baked",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170031,"Potatoes, roasted, salt added in processing, frozen, unprepared",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170032,"Potatoes, raw, skin",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170033,"Potatoes, baked, flesh, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170034,"Potatoes, baked, skin, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170035,"Potatoes, microwaved, cooked in skin, skin, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170036,"Potatoes, hash brown, home-prepared",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170037,"Potatoes, mashed, home-prepared, whole milk and margarine added",11,Milk,"Vegetarian,Vitamin-Rich",24,
170038,"Potatoes, scalloped, home-prepared with butter",11,Milk,"Vegetarian,Vitamin-Rich",24,
170039,"Potatoes, mashed, dehydrated, granules without milk, dry form",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170040,"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",11,Milk,"Vegetarian,Vitamin-Rich",24,
170041,"Potatoes, mashed, dehydrated, granules with milk, dry form",11,Milk,"Vegetarian,Vitamin-Rich",24,
170042,"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",11,Milk,"Vegetarian,Vitamin-Rich",24,
170043,"Potatoes, hash brown, frozen, plain, unprepared",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170044,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170045,"Potatoes, hash brown, frozen, with butter sauce, unprepared",11,"Milk,Soybeans","Vegetarian,Vitamin-Rich",24,
170046,"Potatoes, hash brown, frozen, with butter sauce, prepared",11,"Milk,Soybeans","Vegetarian,Vitamin-Rich",24,
170047,"Potato puffs, frozen, unprepared",11,Cereals containing gluten,"Vegan,Vegetarian,Vitamin-Rich",24,
170048,"Potato puffs, frozen, oven-heated",11,Cereals containing gluten,"Vegan,Vegetarian,Vitamin-Rich",24,
170049,"Potatoes, frozen, whole, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170050,"Tomatoes, red, ripe, cooked",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170051,"Tomatoes, red, ripe, canned, packed in tomato juice",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170052,"Tomatoes, red, ripe, canned, stewed",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170053,"Tomatoes, red, ripe, canned, with green chilies",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170054,"Tomato products, canned, sauce",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170055,"Tomato products, canned, sauce, with mushrooms",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170056,"Tomato products, canned, sauce, with onions",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170057,"Tomato products, canned, sauce, with herbs and cheese",11,Milk,"Vegetarian,Vitamin-Rich",24,
170058,"Turnips, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170059,"Turnips, frozen, unprepared",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170060,"Turnips, frozen, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170061,"Turnip greens, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170062,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170063,"Vegetable juice cocktail, canned",11,Celery,"Vegan,Vegetarian,Vitamin-Rich",24,
170064,"Vegetables, mixed, canned, solids and liquids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170065,"Vegetables, mixed, canned, drained solids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170066,"Waterchestnuts, chinese, (matai), raw",11,,"Vegan,Vegetarian",24,
170067,"Waterchestnuts, chinese, canned, solids and liquids",11,,"Vegan,Vegetarian",24,
170068,"Watercress, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170069,"Waxgourd, (chinese preserving melon), raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170070,"Winged bean tuber, raw",11,,"High-Protein,Vegan,Vegetarian",24,
170071,"Yam, raw",11,,"Vegan,Vegetarian",24,
170072,"Yam, cooked, boiled, drained, or baked, without salt",11,,"Low Sodium,Vegan,Vegetarian",24,
170073,"Yambean (jicama), raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170074,"Yambean (jicama), cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170075,"Chives, freeze-dried",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170076,"Dock, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170077,"Dock, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170078,"Eppaw, raw",11,,"Vegan,Vegetarian",24,
170079,"Beans, mung, mature seeds, sprouted, canned, drained solids",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170080,"Peppers, jalapeno, canned, solids and liquids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170081,"Radishes, white icicle, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170082,"Shallots, freeze-dried",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170083,"Sweet potato, canned, syrup pack, solids and liquids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170084,"Sweet potato, canned, syrup pack, drained solids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170085,"Tomato products, canned, sauce, spanish style",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170086,"Beans, pinto, mature seeds, sprouted, raw",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170087,"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",11,,"High-Protein,Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170088,"Sweet potato, cooked, candied, home-prepared",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170089,"Tomatoes, red, ripe, cooked, stewed",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170090,"Seaweed, agar, dried",11,,"Vegan,Vegetarian",24,
170091,"Seaweed, spirulina, raw",11,,"High-Protein,Mineral-Rich,Vegan,Vegetarian,Vitamin-Rich",24,
170092,Potato pancakes,11,"Cereals containing gluten,Eggs","Vegetarian,Vitamin-Rich",24,
170093,"Potatoes, baked, flesh and skin, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170094,"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170095,"Radish seeds, sprouted, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170096,"Tomatoes, yellow, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170097,"Mushrooms, shiitake, cooked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170098,"Okra, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170099,"Okra, frozen, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170100,"Onions, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170101,"Onions, frozen, chopped, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170102,"Peas, green, cooked, boiled, drained, with salt",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170103,"Peas, green, canned, no salt added, solids and liquids",11,,"High-Protein,Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170104,"Peas, green, canned, no salt added, drained solids",11,,"High-Protein,Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170105,"Peas, green, frozen, cooked, boiled, drained, with salt",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170106,"Peppers, hot chili, red, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170107,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170108,"Peppers, sweet, red, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170109,"Peppers, sweet, green, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170110,"Peppers, sweet, red, cooked, boiled, drained, without salt",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170111,"Potatoes, baked, flesh and skin, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170112,"Potatoes, baked, flesh, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170113,"Potatoes, baked, skin only, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170114,"Potatoes, boiled, cooked in skin, flesh, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170115,"Potatoes, microwaved, cooked, in skin, skin with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170116,"Potatoes, frozen, whole, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170117,"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170118,"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170119,"Pumpkin, flowers, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170120,"Pumpkin leaves, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170121,"Purslane, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170122,"Radishes, oriental, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170123,"Spinach, canned, no salt added, solids and liquids",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170124,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170125,"Squash, summer, all varieties, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170126,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170127,"Squash, winter, all varieties, cooked, baked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170128,"Squash, winter, acorn, cooked, baked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170129,"Squash, winter, acorn, cooked, boiled, mashed, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170130,"Squash, winter, butternut, cooked, baked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170131,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",11,,"High-Protein,Vegan,Vegetarian,Vitamin-Rich",24,
170132,"Water convolvulus, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170133,"Sweet potato leaves, cooked, steamed, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170134,"Sweet potato, cooked, baked in skin, flesh, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170135,"Taro, shoots, cooked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170136,"Taro, tahitian, cooked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170137,"Tomatoes, red, ripe, cooked, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170138,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",11,,"Low Sodium,Vegan,Vegetarian,Vitamin-Rich",24,
170139,"Turnip greens, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170140,"Turnip greens, frozen, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170141,"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170142,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170143,"Mushrooms, portabella, exposed to ultraviolet light, raw",11,,"Vegan,Vegetarian,Vitamin-Rich",24,
170144,"Seeds, breadfruit seeds, raw",12,,"Vegan,Vegetarian",24,
170145,"Seeds, breadfruit seeds, boiled",12,,"Vegan,Vegetarian",24,
170146,"Seeds, cottonseed flour, low fat (glandless)",12,,"High-Protein,Low-Fat,Vegan,Vegetarian",24,
170147,"Seeds, cottonseed meal, partially defatted (glandless)",12,,"High-Protein,Vegan,Vegetarian",24,
170148,"Seeds, hemp seed, hulled",12,,"High-Protein,Vegan,Vegetarian",24,
170149,"Seeds, lotus seeds, dried",12,,"Vegan,Vegetarian",24,
170150,"Seeds, sesame seeds, whole, dried",12,Sesame seeds,"Vegan,Vegetarian",24,
170151,"Seeds, sesame seeds, whole, roasted and toasted",12,Sesame seeds,"Vegan,Vegetarian",24,
170152,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",12,"Low Sodium,Sesame seeds","Vegan,Vegetarian",24,
170153,"Seeds, sesame flour, partially defatted",12,Sesame seeds,"High-Protein,Vegan,Vegetarian",24,
170154,"Seeds, sunflower seed kernels, toasted, without salt",12,,"Low Sodium,Vegan,Vegetarian",24,
170155,"Seeds, sunflower seed butter, without salt",12,,"Low Sodium,Vegan,Vegetarian",24,
170156,"Seeds, sunflower seed flour, partially defatted",12,,"High-Protein,Vegan,Vegetarian",24,
170157,"Nuts, acorns, raw",12,Nuts,"Vegan,Vegetarian",48,
170158,"Nuts, almonds, dry roasted, without salt added",12,"Nuts,Nuts (almonds)","Low Sodium,Vegan,Vegetarian",48,
170159,"Nuts, almonds, oil roasted, without salt added",12,"Nuts,Nuts (almonds)","Low Sodium,Vegan,Vegetarian",48,
170160,"Nuts, almond paste",12,"Nuts,Nuts (almonds)","Vegan,Vegetarian",48,
170161,"Nuts, beechnuts, dried",12,Nuts,"Vegan,Vegetarian",48,
170162,"Nuts, cashew nuts, raw",12,"Nuts,Nuts (cashews)","Vegan,Vegetarian",48,
170163,"Nuts, cashew butter, plain, without salt added",12,"Nuts,Nuts (cashews)","Low Sodium,Vegan,Vegetarian",48,
170164,"Nuts, chestnuts, chinese, raw",12,"Nuts,Nuts (chestnuts)","Vegan,Vegetarian",48,
170165,"Nuts, chestnuts, chinese, dried",12,"Nuts,Nuts (chestnuts)","Vegan,Vegetarian",48,
170166,"Nuts, chestnuts, chinese, boiled and steamed",12,"Nuts,Nuts (chestnuts)","Vegan,Vegetarian",48,
170167,"Nuts, chestnuts, european, dried, peeled",12,"Nuts,Nuts (chestnuts)","Vegan,Vegetarian",48,
170168,"Nuts, chestnuts, european, boiled and steamed",12,"Nuts,Nuts (chestnuts)","Vegan,Vegetarian",48,
170169,"Nuts, coconut meat, raw",12,"Nuts,Nuts (coconut)","Vegan,Vegetarian",48,
170170,"Nuts, coconut meat, dried (desiccated), not sweetened",12,"Nuts,Nuts (coconut),Sulphur dioxide/sulphites","Vegan,Vegetarian",48,
170171,"Nuts, coconut cream, canned, sweetened",12,"Nuts,Nuts (coconut)","Vegan,Vegetarian",48,
170172,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",12,"Nuts,Nuts (coconut)","Vegan,Vegetarian",48,
170173,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",12,"Nuts,Nuts (coconut)","Vegan,Vegetarian",48,
170174,"Nuts, coconut water (liquid from coconuts)",12,"Nuts,Nuts (coconut)","Vegan,Vegetarian",48,
170175,"Nuts, ginkgo nuts, dried",12,Nuts,"Vegan,Vegetarian",48,
170176,"Nuts, ginkgo nuts, canned",12,Nuts,"Vegan,Vegetarian",48,
170177,"Nuts, hickorynuts, dried",12,Nuts,"Vegan,Vegetarian",48,
170178,"Nuts, macadamia nuts, raw",12,"Nuts,Nuts (macadamia nuts)","Vegan,Vegetarian",48,
170179,"Nuts, macadamia nuts, dry roasted, without salt added",12,"Nuts,Nuts (macadamia nuts)","Low Sodium,Vegan,Vegetarian",48,
170180,"Nuts, formulated, wheat-based, unflavored, with salt added",12,Cereals containing gluten,"Vegan,Vegetarian",48,
170181,"Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER",12,"Nuts,Peanuts","Vegan,Vegetarian",48,
170182,"Nuts, pecans",12,"Nuts,Nuts (pecans)","Vegan,Vegetarian",48,
170183,"Nuts, pecans, dry roasted, without salt added",12,"Nuts,Nuts (pecans)","Low Sodium,Vegan,Vegetarian",48,
170184,"Nuts, pistachio nuts, raw",12,"Nuts,Nuts (pistachio nuts)","Vegan,Vegetarian",48,
170185,"Nuts, pistachio nuts, dry roasted, without salt added",12,"Nuts,Nuts (pistachio nuts)","Low Sodium,Vegan,Vegetarian",48,
170186,"Nuts, walnuts, black, dried",12,"Nuts,Nuts (walnuts)","Vegan,Vegetarian",48,
170187,"Nuts, walnuts, english",12,"Nuts,Nuts (walnuts)","Vegan,Vegetarian",48,
170188,"Seeds, pumpkin and squash seeds, whole, roasted, without salt",12,,"Low Sodium,Vegan,Vegetarian",24,
170189,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",12,Sesame seeds,"Vegan,Vegetarian",24,
170190,"Nuts, chestnuts, european, roasted",12,"Nuts,Nuts (chestnuts)","Vegan,Vegetarian",48,
170191,"Seeds, sesame butter, paste",12,Sesame seeds,"Vegan,Vegetarian",24,
170192,"Seeds, sesame flour, high-fat",12,Sesame seeds,"High-Protein,Vegan,Vegetarian",24,
170193,"Beef, variety meats and by-products, suet, raw",13,,High-Protein,24,
170194,"Beef, variety meats and by-products, thymus, raw",13,,High-Protein,24,
170195,"Beef, variety meats and by-products, thymus, cooked, braised",13,,High-Protein,24,
170196,"Beef, variety meats and by-products, tongue, raw",13,,High-Protein,24,
170197,"Beef, cured, breakfast strips, raw or unheated",13,,High-Protein,24,
170198,"Beef, cured, breakfast strips, cooked",13,,High-Protein,24,
170199,"Beef, cured, corned beef, brisket, raw",13,,High-Protein,24,
170200,"Beef, cured, corned beef, brisket, cooked",13,,High-Protein,24,
170201,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13,,"High-Protein,Low-Fat",24,
170202,"Beef, cured, luncheon meat, jellied",7,,High-Protein,24,
170203,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, cooked, grilled",13,,"High-Protein,Low-Fat",24,
170204,"Beef, cured, pastrami",7,,High-Protein,24,
170205,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw",13,,"High-Protein,Low-Fat",24,
170206,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, cooked",13,,"High-Protein,Low-Fat",24,
170207,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, cooked",13,,"High-Protein,Low-Fat",24,
170208,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",13,,"High-Protein,Low-Fat",24,
170209,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked",13,,"High-Protein,Low-Fat",24,
170210,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,,"High-Protein,Low-Fat",24,
170211,"Beef, brisket, point half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,,"High-Protein,Low-Fat",24,
170212,"Beef, brisket, point half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,,"High-Protein,Low-Fat",24,
170213,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13,,"High-Protein,Low-Fat",24,
170214,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",13,,"High-Protein,Low-Fat",24,
170215,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13,,"High-Protein,Low-Fat",24,
170216,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13,,"High-Protein,Low-Fat",24,
170217,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",13,,"High-Protein,Low-Fat",24,
170218,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted",13,,"High-Protein,Low-Fat",24,
170219,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13,,"High-Protein,Low-Fat",24,
170220,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",13,,"High-Protein,Low-Fat",24,
170221,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",13,,"High-Protein,Low-Fat",24,
170222,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",13,,"High-Protein,Low-Fat",24,
170223,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",13,,"High-Protein,Low-Fat",24,
